"hhid","A10itemcod_ID","s10q01a","s10q02a","s10q03aa","s10q04a","s10q05aa","s10q06a","s10q07aa","s10q08a"
"0aa52ee740e54bc18a97dea9206c4dfb",19,1,15000,1,1,,2,,
"0aa52ee740e54bc18a97dea9206c4dfb",1,4,18000,4,1,,2,,
"0aaa3c3864af4ed5976f59eea475f982",1,3,20000,2,1,,2,,
"0aaa3c3864af4ed5976f59eea475f982",4,0,,0,1,,1,1,0
"0aaa3c3864af4ed5976f59eea475f982",7,0,,0,1,,1,1,0
"0aaa3c3864af4ed5976f59eea475f982",19,0,,0,1,,1,1,0
"0aaa3c3864af4ed5976f59eea475f982",3,1,4000,1,1,,2,,
"0ab0754b5398494b863f05891f237892",19,1,50000,1,1,,2,,
"0ab0754b5398494b863f05891f237892",1,3,20000,2,1,,1,1,0
"0ab0754b5398494b863f05891f237892",7,2,24000,2,1,,2,,
"0ab702b9c7c04f3786e3af7ff5949cc1",4,3,24000,3,1,,2,,
"0ab702b9c7c04f3786e3af7ff5949cc1",8,1,6000,1,1,,2,,
"0ab702b9c7c04f3786e3af7ff5949cc1",13,1,12000,1,1,,2,,
"0ab702b9c7c04f3786e3af7ff5949cc1",3,1,20000,2,1,,2,,
"0ab702b9c7c04f3786e3af7ff5949cc1",1,6,60000,6,1,,2,,
"0af10a2d6b914d418b2b5b671d12d653",3,1,8000,1,1,,2,,
"0af10a2d6b914d418b2b5b671d12d653",1,8,120000,8,1,,2,,
"0b3b982602d04173ad3b1e70959cbfd3",1,5,10000,5,1,,2,,
"0b3b982602d04173ad3b1e70959cbfd3",12,1,3000,1,1,,2,,
"0b3b982602d04173ad3b1e70959cbfd3",22,1,4000,1,2,1,,,
"0b3b982602d04173ad3b1e70959cbfd3",3,2,6000,2,1,,2,,
"0b579d265ed34359a56af2f15ae4d081",1,5,20000,5,1,,2,,
"0b579d265ed34359a56af2f15ae4d081",14,1,150000,1,1,,1,0,0
"0b579d265ed34359a56af2f15ae4d081",3,1,5000,1,1,,2,,
"0b5d1c5449044517bcce04bac511725e",1,4,20000,4,1,,2,,
"0b5d1c5449044517bcce04bac511725e",4,1,5000,1,1,,2,,
"0b5d1c5449044517bcce04bac511725e",3,1,5000,1,1,,2,,
"0b5f5af0b2464b878ac5c214e294cf3b",3,1,6000,1,1,,2,,
"0b5f5af0b2464b878ac5c214e294cf3b",1,2,20000,1,2,5,,,
"0b95a1e8ac1f432da2425f0e135e45c0",8,2,6000,2,1,,2,,
"0b95a1e8ac1f432da2425f0e135e45c0",4,2,8000,2,1,,2,,
"0b95a1e8ac1f432da2425f0e135e45c0",13,1,4000,1,1,,2,,
"0b95a1e8ac1f432da2425f0e135e45c0",5,1,50000,1,1,,2,,
"0b95a1e8ac1f432da2425f0e135e45c0",3,4,15000,4,1,,2,,
"0b95a1e8ac1f432da2425f0e135e45c0",1,4,12000,4,1,,2,,
"0b95a1e8ac1f432da2425f0e135e45c0",12,2,8000,2,1,,2,,
"0ba00f819c6a456f90b6b9ddca903379",1,2,12000,2,1,,2,,
"0ba00f819c6a456f90b6b9ddca903379",3,1,5000,1,1,,2,,
"0ba4bc0924e449f6b395dae115acc723",1,2,12000,2,1,,2,,
"0bc5ec21008a47488be5243e01553a26",1,2,10000,1,1,,2,,
"0bc5ec21008a47488be5243e01553a26",3,1,3000,1,1,,2,,
"0bcc7f6fcdc64e7f925c80713a7d5db4",1,2,6500,2,1,,2,,
"0c0509871b5f4941aac4d7f09d0451bf",1,2,20000,1,1,,2,,
"0c0509871b5f4941aac4d7f09d0451bf",4,2,6000,2,1,,2,,
"0c0509871b5f4941aac4d7f09d0451bf",3,1,5000,1,1,,2,,
"0c22a7dbc0cb4cbea89c01a94b82c7e1",12,1,3000,1,1,,2,,
"0c22a7dbc0cb4cbea89c01a94b82c7e1",1,4,20000,4,1,,2,,
"0c22a7dbc0cb4cbea89c01a94b82c7e1",4,1,3000,1,1,,2,,
"0c22a7dbc0cb4cbea89c01a94b82c7e1",3,1,6000,1,1,,2,,
"0c22a7dbc0cb4cbea89c01a94b82c7e1",19,1,25000,1,2,5,,,
"0c4001e96413427da9ec508f97d215bc",5,0,,0,1,,1,1,5000
"0c4001e96413427da9ec508f97d215bc",3,1,2500,1,1,,2,,
"0c4001e96413427da9ec508f97d215bc",14,0,,0,1,,1,1,30000
"0c4001e96413427da9ec508f97d215bc",1,3,15000,3,1,,2,,
"0c496dcf23954cbba6f1ab6830c998fb",3,1,3500,1,1,,2,,
"0c496dcf23954cbba6f1ab6830c998fb",1,2,14000,2,1,,2,,
"0c4a4cf0e7ea4067b33aaa955c36715f",7,1,8000,1,1,,2,,
"0c4a4cf0e7ea4067b33aaa955c36715f",22,1,8000,1,1,,2,,
"0c4a4cf0e7ea4067b33aaa955c36715f",3,1,5000,1,1,,2,,
"0c4a4cf0e7ea4067b33aaa955c36715f",1,5,15000,5,1,,1,5,15000
"0c4a4cf0e7ea4067b33aaa955c36715f",14,1,250000,1,1,,1,1,20000
"0c6412b6bb304caab71edeea852ef471",1,3,24000,3,1,,2,,
"0c6412b6bb304caab71edeea852ef471",3,1,5000,1,1,,2,,
"0c6412b6bb304caab71edeea852ef471",4,1,3000,1,1,,2,,
"0c6412b6bb304caab71edeea852ef471",21,1,3000,1,1,,2,,
"0c818a61c1164978a7d822e925de9e03",3,0,,1,1,,2,,
"0c818a61c1164978a7d822e925de9e03",1,4,8000,4,1,,2,,
"0ca9880b3e5a43ee9ec44c9863b2f236",3,3,12000,3,1,,2,,
"0ca9880b3e5a43ee9ec44c9863b2f236",8,3,12000,3,1,,2,,
"0ca9880b3e5a43ee9ec44c9863b2f236",13,4,16000,4,1,,2,,
"0ca9880b3e5a43ee9ec44c9863b2f236",1,7,21000,7,1,,2,,
"0cac75ed84684d18b700549a520c0f1f",3,1,2500,1,1,,2,,
"0cac75ed84684d18b700549a520c0f1f",1,3,7000,3,1,,2,,
"0cac75ed84684d18b700549a520c0f1f",7,1,3500,3,1,,2,,
"0cceefffc29f4817b783a8cd577393d7",13,1,6000,1,1,,2,,
"0cceefffc29f4817b783a8cd577393d7",3,3,12000,3,1,,2,,
"0cceefffc29f4817b783a8cd577393d7",1,4,38000,4,1,,2,,
"0cd035c06c3647fab7f198d760f73e98",5,1,50000,1,1,,2,,
"0cd035c06c3647fab7f198d760f73e98",3,2,10000,2,1,,2,,
"0cd035c06c3647fab7f198d760f73e98",1,5,25000,5,1,,2,,
"0cd035c06c3647fab7f198d760f73e98",4,3,15000,3,1,,2,,
"0cd035c06c3647fab7f198d760f73e98",12,3,15000,3,1,,2,,
"0cd035c06c3647fab7f198d760f73e98",19,0,,0,1,,1,1,0
"0cd035c06c3647fab7f198d760f73e98",7,3,15000,3,1,,2,,
"0cf5ba3c4a7e4b379ed786599920157c",3,1,2500,1,1,,2,,
"0cf5ba3c4a7e4b379ed786599920157c",1,2,7000,2,1,,2,,
"0cf5ba3c4a7e4b379ed786599920157c",22,0,,0,1,,1,1,0
"0cfefdeb042a4b39af8af9a6a53cadba",7,0,,0,1,,1,1,0
"0cfefdeb042a4b39af8af9a6a53cadba",3,2,8000,2,1,,2,,
"0cfefdeb042a4b39af8af9a6a53cadba",19,1,130000,0,1,,2,,
"0cfefdeb042a4b39af8af9a6a53cadba",1,3,21000,3,1,,2,,
"0cfefdeb042a4b39af8af9a6a53cadba",12,1,5000,1,1,,2,,
"0d1155056d5a49f592537fdeea3284d3",19,1,50000,1,1,,2,,
"0d1155056d5a49f592537fdeea3284d3",1,3,30000,3,1,,2,,
"0d1155056d5a49f592537fdeea3284d3",14,1,200000,1,1,,2,,
"0d1155056d5a49f592537fdeea3284d3",12,1,15000,1,1,,2,,
"0d1423b6187b4666aab92778cd5e4050",1,6,36000,6,1,,2,,
"0d1423b6187b4666aab92778cd5e4050",3,2,10000,2,1,,2,,
"0d1423b6187b4666aab92778cd5e4050",4,1,4000,1,1,,2,,
"0d7289cae2764986bbda9ba03d3c2b5f",1,4,40000,4,1,,2,,
"0d7289cae2764986bbda9ba03d3c2b5f",12,1,70000,1,1,,2,,
"0d7289cae2764986bbda9ba03d3c2b5f",3,2,14000,2,1,,2,,
"0d7289cae2764986bbda9ba03d3c2b5f",19,2,100000,2,1,,2,,
"0d7289cae2764986bbda9ba03d3c2b5f",5,1,40000,1,1,,2,,
"0d7289cae2764986bbda9ba03d3c2b5f",20,1,5000,1,1,,2,,
"0d86f0684d594491a7ed8c12b10742b4",1,3,10000,3,1,,2,,
"0d86f0684d594491a7ed8c12b10742b4",8,1,3500,1,1,,2,,
"0d86f0684d594491a7ed8c12b10742b4",3,1,4000,1,1,,2,,
"0d9810cde32d470bbcea579035125672",3,1,4000,1,1,,2,,
"0d9810cde32d470bbcea579035125672",22,0,,0,1,,1,1,0
"0d9810cde32d470bbcea579035125672",1,3,15000,3,1,,2,,
"0dac56419262429c8f0ca39b7a7c55fc",12,5,80000,5,1,,2,,
"0dac56419262429c8f0ca39b7a7c55fc",1,8,56000,8,1,,2,,
"0dac56419262429c8f0ca39b7a7c55fc",8,1,3000,1,1,,2,,
"0dac56419262429c8f0ca39b7a7c55fc",13,1,12000,1,1,,2,,
"0dac56419262429c8f0ca39b7a7c55fc",3,5,20000,5,1,,2,,
"0dac56419262429c8f0ca39b7a7c55fc",21,8,1600000,8,1,,2,,
"0dac56419262429c8f0ca39b7a7c55fc",19,2,250000,1,1,,2,,
"0dcf445c997649629cfe96bdbe03d028",14,1,150000,1,1,,2,,
"0dcf445c997649629cfe96bdbe03d028",19,0,,1,1,,1,1,0
"0dcf445c997649629cfe96bdbe03d028",3,2,8000,2,1,,2,,
"0dcf445c997649629cfe96bdbe03d028",1,5,20000,5,1,,2,,
"0df40545b17a4ed5942118afbcd884a6",3,2,5000,2,1,,2,,
"0df40545b17a4ed5942118afbcd884a6",4,1,2500,1,1,,2,,
"0df40545b17a4ed5942118afbcd884a6",13,2,12000,2,1,,2,,
"0df40545b17a4ed5942118afbcd884a6",19,1,35000,1,1,,2,,
"0df40545b17a4ed5942118afbcd884a6",1,5,28000,5,1,,2,,
"0df40545b17a4ed5942118afbcd884a6",12,1,4000,1,1,,2,,
"0df87c6cba494e029a4a6e846462b4e8",1,3,18000,3,1,,2,,
"0df87c6cba494e029a4a6e846462b4e8",3,1,2000,1,1,,2,,
"0df97c022ab34484ba98c8f65f2ada36",3,2,8000,2,1,,2,,
"0df97c022ab34484ba98c8f65f2ada36",8,2,10000,2,1,,2,,
"0df97c022ab34484ba98c8f65f2ada36",1,5,22500,5,1,,2,,
"0e0d592eae8546e29fa5672ad599d418",1,1,10000,2,1,,2,,
"0e0d592eae8546e29fa5672ad599d418",3,3,21000,1,1,,2,,
"0e0d592eae8546e29fa5672ad599d418",14,0,,0,1,,1,1,30000
"0e102ce9336c4724a1e17db925d74f0d",3,2,8000,2,1,,2,,
"0e102ce9336c4724a1e17db925d74f0d",1,5,30000,5,1,,2,,
"0e102ce9336c4724a1e17db925d74f0d",14,1,160000,1,1,,2,,
"0e102ce9336c4724a1e17db925d74f0d",19,1,40000,1,1,,2,,
"0e3cce40118845f3b1d19bf598b412c7",1,3,6000,3,1,,2,,
"0e3cce40118845f3b1d19bf598b412c7",4,2,5000,2,2,1,,,
"0e3cce40118845f3b1d19bf598b412c7",3,1,3000,1,1,,2,,
"0e49f87a31fa443584ec7df8acca506e",3,2,8000,2,1,,2,,
"0e49f87a31fa443584ec7df8acca506e",19,1,7000,1,1,,2,,
"0e49f87a31fa443584ec7df8acca506e",8,1,1500,1,1,,2,,
"0e49f87a31fa443584ec7df8acca506e",1,5,25000,5,1,,2,,
"0e849b1e76e7470b972a4130b79ee9aa",3,4,15000,4,1,,2,,
"0e849b1e76e7470b972a4130b79ee9aa",4,1,5000,1,1,,2,,
"0e849b1e76e7470b972a4130b79ee9aa",1,3,16000,3,1,,1,1,0
"0e849b1e76e7470b972a4130b79ee9aa",12,1,6000,2,1,,1,1,0
"0eb4081fc0ce4fb587566bae32097f9f",12,1,5000,1,1,,2,,
"0eb4081fc0ce4fb587566bae32097f9f",19,1,50000,1,1,,2,,
"0eb4081fc0ce4fb587566bae32097f9f",1,3,27000,3,1,,2,,
"0eb4081fc0ce4fb587566bae32097f9f",3,2,6000,2,1,,2,,
"0ef621acc60143a99dd39acdf4e1fdc6",1,1,3000,1,1,,2,,
"0effe952b7be4f59ad5382bc3643699f",4,1,5000,1,1,,2,,
"0effe952b7be4f59ad5382bc3643699f",1,2,18000,2,1,,2,,
"0f0b2f51e6444b9eae2db618e9c8c086",3,1,4500,1,1,,2,,
"0f0b2f51e6444b9eae2db618e9c8c086",1,3,12000,3,1,,2,,
"0f0b2f51e6444b9eae2db618e9c8c086",8,1,5000,1,1,,2,,
"0f0c9b09e6d6402d96c23f7c3fd90b1d",12,1,10000,1,1,,2,,
"0f0c9b09e6d6402d96c23f7c3fd90b1d",8,1,3000,1,1,,2,,
"0f0c9b09e6d6402d96c23f7c3fd90b1d",1,8,50000,6,1,,2,,
"0f0c9b09e6d6402d96c23f7c3fd90b1d",3,2,10000,2,1,,2,,
"0f120ff4c01e4c2bacbc7c513fbb1d9f",1,4,28000,4,1,,2,,
"0f120ff4c01e4c2bacbc7c513fbb1d9f",3,1,7000,1,1,,2,,
"0f120ff4c01e4c2bacbc7c513fbb1d9f",4,1,6000,1,2,2,,,
"0f50e94a1c4846ed9fbbb1db8394476f",1,3,7000,3,1,,2,,
"0f50e94a1c4846ed9fbbb1db8394476f",3,1,40000,1,1,,2,,
"0f799e7ce9224d0aae0da65f6c9f0860",14,1,150000,1,1,,2,,
"0f799e7ce9224d0aae0da65f6c9f0860",3,1,7500,0,1,,2,,
"0f799e7ce9224d0aae0da65f6c9f0860",1,5,55000,5,1,,2,,
"0f8c738dfb7d4256b29784c4528caf95",3,0,,0,1,,1,1,0
"0f8c738dfb7d4256b29784c4528caf95",1,2,20000,2,1,,2,,
"0f8c738dfb7d4256b29784c4528caf95",4,1,2000,1,1,,2,,
"0f8f2b0cc7a84d8d8e21442c1828a004",1,3,15000,3,1,,2,,
"0f8f2b0cc7a84d8d8e21442c1828a004",3,1,3000,1,1,,2,,
"0f8f2b0cc7a84d8d8e21442c1828a004",22,1,22000,1,1,,2,,
"0f8f2b0cc7a84d8d8e21442c1828a004",4,1,2000,1,1,,2,,
"0f96f2f08b13450f8f8534815f565d6a",1,4,36000,2,1,,2,,
"0fce92d4977d4f40bbfd03850e836f41",7,1,2000,1,1,,2,,
"0fce92d4977d4f40bbfd03850e836f41",3,1,500,1,1,,2,,
"0fce92d4977d4f40bbfd03850e836f41",19,2,5000,1,1,,2,,
"0fce92d4977d4f40bbfd03850e836f41",1,2,8000,2,1,,2,,
"0fce92d4977d4f40bbfd03850e836f41",12,1,4000,1,1,,2,,
"1007d8148aa340fb9a57a7acc47815d9",22,1,6000,1,1,,2,,
"1007d8148aa340fb9a57a7acc47815d9",14,0,,0,1,,1,1,0
"1007d8148aa340fb9a57a7acc47815d9",19,0,,0,1,,1,1,0
"1007d8148aa340fb9a57a7acc47815d9",3,1,5000,1,1,,2,,
"1007d8148aa340fb9a57a7acc47815d9",1,5,25000,5,1,,2,,
"100efbd880dd42ae8de85a4f51c76e1d",3,1,6000,1,1,,2,,
"100efbd880dd42ae8de85a4f51c76e1d",1,3,30000,3,1,,2,,
"100efbd880dd42ae8de85a4f51c76e1d",8,1,8000,1,1,,2,,
"106e62b69ccd4b5eb8be8453f362c3e4",1,6,30000,6,1,,2,,
"106e62b69ccd4b5eb8be8453f362c3e4",7,2,20000,2,1,,2,,
"106e62b69ccd4b5eb8be8453f362c3e4",19,1,30000,1,1,,2,,
"106e62b69ccd4b5eb8be8453f362c3e4",3,1,3000,1,1,,2,,
"1077485d26ad4ccf8204fd689b25af85",1,4,30000,4,1,,2,,
"1077485d26ad4ccf8204fd689b25af85",3,1,3000,1,1,,2,,
"1080d7ee40774255aaad103a1649b0d9",12,0,,1,1,,1,1,0
"1080d7ee40774255aaad103a1649b0d9",4,1,2500,2,1,,2,,
"1080d7ee40774255aaad103a1649b0d9",3,1,3000,1,1,,2,,
"1080d7ee40774255aaad103a1649b0d9",1,3,12000,2,1,,2,,
"10ab9a4c247440f59907df17fc6a4903",14,0,,0,1,,1,1,0
"10ab9a4c247440f59907df17fc6a4903",4,1,1500,1,1,,2,,
"10ab9a4c247440f59907df17fc6a4903",22,1,10000,1,1,,2,,
"10ab9a4c247440f59907df17fc6a4903",1,4,28000,3,1,,2,,
"10ab9a4c247440f59907df17fc6a4903",3,1,4000,1,1,,2,,
"10b41d09cfce4c09a5893c1ece7baf60",22,0,,0,1,,1,1,0
"10b41d09cfce4c09a5893c1ece7baf60",1,2,16000,2,1,,2,,
"10b41d09cfce4c09a5893c1ece7baf60",3,0,,0,1,,1,1,0
"10b41d09cfce4c09a5893c1ece7baf60",14,0,,0,1,,1,1,25000
"10bc6b069d1043d7842d42e00e77e3b3",12,1,3000,1,1,,2,,
"10bc6b069d1043d7842d42e00e77e3b3",5,1,20000,1,1,,2,,
"10bc6b069d1043d7842d42e00e77e3b3",1,7,42000,7,1,,2,,
"10bc6b069d1043d7842d42e00e77e3b3",19,1,45000,1,1,,2,,
"10bc6b069d1043d7842d42e00e77e3b3",4,1,2000,1,1,,2,,
"10bc6b069d1043d7842d42e00e77e3b3",14,0,,0,1,,1,4,80000
"10bc6b069d1043d7842d42e00e77e3b3",7,1,3000,1,1,,2,,
"10bc6b069d1043d7842d42e00e77e3b3",3,1,3000,1,1,,2,,
"10de89a4467f4695b9cbc4ff047645ad",19,1,60000,1,1,,2,,
"10de89a4467f4695b9cbc4ff047645ad",3,3,21000,3,1,,2,,
"10de89a4467f4695b9cbc4ff047645ad",5,2,200000,2,1,,2,,
"10de89a4467f4695b9cbc4ff047645ad",4,2,15000,2,1,,2,,
"10de89a4467f4695b9cbc4ff047645ad",1,8,60000,8,1,,2,,
"10de89a4467f4695b9cbc4ff047645ad",7,2,14000,2,1,,2,,
"10de89a4467f4695b9cbc4ff047645ad",12,3,30000,3,1,,2,,
"10f7273800934853a99514f2c9bf3580",13,1,4000,1,1,,2,,
"10f7273800934853a99514f2c9bf3580",3,2,6000,2,1,,2,,
"10f7273800934853a99514f2c9bf3580",22,1,5000,1,1,,2,,
"10f7273800934853a99514f2c9bf3580",1,4,8000,4,1,,2,,
"11071ed7d8a44327a0e7e3eb61f26633",5,1,100000,1,1,,2,,
"11071ed7d8a44327a0e7e3eb61f26633",4,1,5000,1,1,,2,,
"11071ed7d8a44327a0e7e3eb61f26633",3,1,5000,1,1,,2,,
"11071ed7d8a44327a0e7e3eb61f26633",1,1,14000,0,2,5,,,
"11071ed7d8a44327a0e7e3eb61f26633",12,1,10000,1,1,,2,,
"1112c2eca9fc455a9a63e4fa51e352ab",4,1,8000,1,1,,2,,
"1112c2eca9fc455a9a63e4fa51e352ab",3,1,7000,1,1,,2,,
"1112c2eca9fc455a9a63e4fa51e352ab",1,3,24000,3,1,,2,,
"11374e7021354243a76d552aa08240f1",14,1,250000,1,1,,2,,
"11374e7021354243a76d552aa08240f1",3,1,3000,1,1,,2,,
"11374e7021354243a76d552aa08240f1",1,5,20000,5,1,,2,,
"114b358f60a641a59cb3be10f748e144",1,4,30000,4,1,,2,,
"114b358f60a641a59cb3be10f748e144",4,1,3500,1,1,,2,,
"114b358f60a641a59cb3be10f748e144",3,2,10000,2,1,,2,,
"114b358f60a641a59cb3be10f748e144",12,1,6000,1,1,,2,,
"115133c671c54c2b8da92613a289c8b8",5,1,130000,1,1,,2,,
"115133c671c54c2b8da92613a289c8b8",12,1,7500,2,1,,2,,
"115133c671c54c2b8da92613a289c8b8",19,1,70000,1,1,,2,,
"115133c671c54c2b8da92613a289c8b8",1,6,40000,6,1,,2,,
"115133c671c54c2b8da92613a289c8b8",4,1,4000,1,2,1,,,
"115133c671c54c2b8da92613a289c8b8",3,1,6000,1,1,,2,,
"1152a2d0a61840e29ec5ab12bcea2e2d",3,1,5000,1,1,,2,,
"1152a2d0a61840e29ec5ab12bcea2e2d",1,2,8000,2,1,,2,,
"1158beb5ce1a4af79f14684f8a1d1118",1,4,35000,5,1,,2,,
"1158beb5ce1a4af79f14684f8a1d1118",19,1,70000,1,1,,2,,
"1158beb5ce1a4af79f14684f8a1d1118",3,1,6000,1,1,,2,,
"11733cd5dcc74cc8a4fbf0a4175a48cb",12,1,10000,1,1,,2,,
"11733cd5dcc74cc8a4fbf0a4175a48cb",3,1,4000,1,1,,2,,
"11733cd5dcc74cc8a4fbf0a4175a48cb",8,1,3000,1,1,,2,,
"11733cd5dcc74cc8a4fbf0a4175a48cb",1,2,13000,2,1,,2,,
"11849db1f29e4b0cb08e6eeda1fbfb30",8,1,3000,1,1,,2,,
"11849db1f29e4b0cb08e6eeda1fbfb30",1,4,25000,4,1,,2,,
"11849db1f29e4b0cb08e6eeda1fbfb30",3,2,10000,2,1,,2,,
"118ed11d7bd54ee7b214583d466c80bb",1,5,40000,5,1,,2,,
"118ed11d7bd54ee7b214583d466c80bb",19,0,,0,1,,1,1,0
"118ed11d7bd54ee7b214583d466c80bb",3,1,4000,1,1,,2,,
"118ed11d7bd54ee7b214583d466c80bb",4,1,5000,1,1,,2,,
"11bfaed58e4c47f091ef5056dcaa2199",1,2,3000,2,1,,1,1,2500
"11bfaed58e4c47f091ef5056dcaa2199",3,1,5000,1,1,,2,,
"11d3ccc53e8a44cdaa7264dd9d8296fc",1,2,14000,2,1,,2,,
"1220b33997d548b8b3cecbd4ca1e3e2a",3,1,3000,1,1,,2,,
"1220b33997d548b8b3cecbd4ca1e3e2a",1,4,18000,4,1,,2,,
"1220b33997d548b8b3cecbd4ca1e3e2a",12,1,3000,1,1,,2,,
"1220b33997d548b8b3cecbd4ca1e3e2a",19,1,3000,1,1,,2,,
"1220b33997d548b8b3cecbd4ca1e3e2a",22,1,3500,1,1,,2,,
"122b45c8ede343909405d719aa98f674",1,2,10000,2,1,,2,,
"122b45c8ede343909405d719aa98f674",3,1,3000,1,1,,2,,
"125a8b98e48c4f36a498582fed322d9e",1,1,5000,1,1,,2,,
"125a8b98e48c4f36a498582fed322d9e",3,1,5000,1,1,,2,,
"127f15a55af74b54bab9b6bf6d995bdd",1,3,21000,3,1,,2,,
"127f15a55af74b54bab9b6bf6d995bdd",3,1,4000,1,1,,2,,
"127f15a55af74b54bab9b6bf6d995bdd",12,1,4000,1,1,,2,,
"127f15a55af74b54bab9b6bf6d995bdd",19,1,50000,1,1,,2,,
"127f15a55af74b54bab9b6bf6d995bdd",5,1,60000,1,1,,2,,
"129e90e0b1534943b07e61e5b50d632b",1,3,8000,3,1,,2,,
"129e90e0b1534943b07e61e5b50d632b",14,1,100000,0,1,,2,,
"129e90e0b1534943b07e61e5b50d632b",19,0,,0,1,,1,1,0
"129e90e0b1534943b07e61e5b50d632b",3,1,4000,1,1,,2,,
"12bc37b16e004845a7e6b13b4d5f6dce",1,1,10000,1,1,,2,,
"12f5ebcc6aa8416d9bae426583f43f89",1,2,13000,2,1,,2,,
"12f5ebcc6aa8416d9bae426583f43f89",3,1,2000,1,1,,2,,
"12f5ebcc6aa8416d9bae426583f43f89",14,0,,0,1,,1,2,40000
"131d9d8b687841c6b70b01782950c1a2",14,0,,0,1,,1,1,0
"131d9d8b687841c6b70b01782950c1a2",1,2,10000,2,1,,2,,
"132b9b8ef3e846abb4dd11ffa45e55f0",3,1,5000,1,1,,2,,
"132b9b8ef3e846abb4dd11ffa45e55f0",14,1,300000,1,1,,2,,
"132b9b8ef3e846abb4dd11ffa45e55f0",1,2,10000,2,1,,1,2,10000
"134dea57e9e541b1a86cf5a20e5e0e39",1,5,25000,5,1,,2,,
"134dea57e9e541b1a86cf5a20e5e0e39",3,3,16000,2,1,,2,,
"1352711330774897bf79dee40417879c",14,1,300000,1,1,,2,,
"1352711330774897bf79dee40417879c",1,2,8000,2,1,,2,,
"139242bfd93d4d5481216a222524d04b",12,1,5000,1,1,,2,,
"139242bfd93d4d5481216a222524d04b",5,1,75000,1,1,,2,,
"139242bfd93d4d5481216a222524d04b",14,1,100000,1,1,,2,,
"139242bfd93d4d5481216a222524d04b",3,1,2000,2,1,,2,,
"139242bfd93d4d5481216a222524d04b",4,1,7000,1,1,,2,,
"139242bfd93d4d5481216a222524d04b",1,5,40000,5,1,,2,,
"13bbb610652645e3bde6239310be0af2",22,1,5000,1,1,,2,,
"13bbb610652645e3bde6239310be0af2",5,0,,1,1,,2,,
"13bbb610652645e3bde6239310be0af2",3,4,12000,4,1,,2,,
"13bbb610652645e3bde6239310be0af2",19,2,130000,2,1,,2,,
"13bbb610652645e3bde6239310be0af2",1,7,21000,9,1,,2,,
"13bbb610652645e3bde6239310be0af2",12,1,4000,1,1,,2,,
"13bbb610652645e3bde6239310be0af2",20,1,7000,1,1,,2,,
"13c0ac9e60234803a737099cd94a24c1",1,2,10000,2,1,,2,,
"13e99b34bc8249d7a5ad165092976057",19,3,150000,3,1,,2,,
"13e99b34bc8249d7a5ad165092976057",3,3,15000,3,1,,2,,
"13e99b34bc8249d7a5ad165092976057",1,2,10000,2,1,,2,,
"13e99b34bc8249d7a5ad165092976057",22,1,5000,1,1,,2,,
"13e99b34bc8249d7a5ad165092976057",12,1,3000,1,1,,2,,
"13f80bce97ac4ebcbddba301387071e6",1,2,16000,2,1,,2,,
"13f80bce97ac4ebcbddba301387071e6",3,1,400,1,1,,2,,
"14039c7d7a0b49049dff1fcb05a5ca5c",8,1,3500,1,1,,2,,
"14039c7d7a0b49049dff1fcb05a5ca5c",3,2,6000,2,1,,2,,
"14039c7d7a0b49049dff1fcb05a5ca5c",1,4,12000,4,1,,2,,
"140e9bb1a3a94f3d86379851b51e3122",1,1,10000,1,1,,2,,
"140e9bb1a3a94f3d86379851b51e3122",3,1,5000,1,1,,2,,
"1410e723b01e4bf69e78d9ab6721cff6",1,4,25000,2,1,,2,,
"144b7e78b04746d4bf4b3a17e62eae1c",14,0,,0,1,,1,2,50000
"144b7e78b04746d4bf4b3a17e62eae1c",5,0,,0,1,,1,1,0
"144b7e78b04746d4bf4b3a17e62eae1c",12,0,,0,1,,1,1,0
"144b7e78b04746d4bf4b3a17e62eae1c",1,5,19,5,1,,2,,
"144b7e78b04746d4bf4b3a17e62eae1c",3,1,4000,1,1,,2,,
"14c964349c5141a391cbaeb77f2f14ad",3,1,3000,1,1,,2,,
"14c964349c5141a391cbaeb77f2f14ad",1,1,5000,1,1,,2,,
"14e10f677117459db2b9b2895e7c722e",1,2,12000,2,1,,2,,
"14e10f677117459db2b9b2895e7c722e",5,1,50000,1,1,,2,,
"14e10f677117459db2b9b2895e7c722e",12,1,7500,1,1,,2,,
"14e10f677117459db2b9b2895e7c722e",3,3,15000,3,1,,2,,
"14e84fa832224b5a9677a2faf2867e91",3,1,5000,1,1,,2,,
"14e84fa832224b5a9677a2faf2867e91",8,1,5000,1,1,,2,,
"14e84fa832224b5a9677a2faf2867e91",1,2,15000,2,1,,2,,
"150492bae7f649c09544dece19749fda",1,1,2000,1,1,,2,,
"153130f9590e4b59a237bbcd326d58ce",1,4,15000,4,1,,2,,
"153130f9590e4b59a237bbcd326d58ce",14,0,,0,1,,1,1,60000
"1536a495d0ee472595d692c6865f5203",8,1,2000,1,1,,2,,
"1536a495d0ee472595d692c6865f5203",3,2,7000,2,1,,2,,
"1536a495d0ee472595d692c6865f5203",1,2,16000,2,1,,1,1,1500
"15427620b2844715a0283e4a1a08f8b2",4,1,2000,1,1,,2,,
"15427620b2844715a0283e4a1a08f8b2",3,2,6000,2,1,,2,,
"15427620b2844715a0283e4a1a08f8b2",1,4,16000,4,1,,2,,
"154d7de01c32469fbf4aae1ad7feff51",22,1,8000,1,1,,2,,
