"hhid","parcelID","pltid","cropID","s5bq05_1","s5bq05_2","harvest_b","s5bq06b_1","s5bq06a_1","s5bq06c_1","s5bq06d_1","s5bq06e_1","s5bq06e_1_1","s5bq06f_1","s5bq06f_1_1","s5bq06a_1_1","s5bq06a_2_1","s5bq06a3_1","s5bq06a4_1","s5bq07a_1","s5bq07b_1","s5bq07c_1","s5bq08_1","s5bq09_1","s5bq10_1","s5bq11e_1","s5bq11f_1","s5bq11g_1","s5bq11h_1","s5bq12_1","s5bq13_1","s5bq14a_1","s5bq14b_1","s5bq15_1","s5bq16_1","s5bq17_1","s5bq18_1","s5bq19_1","s5bq20_1","s5bq21_1","s5bq22_1","s5bq23a_1","s5bq23b_1","s5bq06b_2","s5bq06a_2","s5bq06c_2","s5bq06d_2","s5bq06e_2","s5bq06e_1_2","s5bq06f_2","s5bq06f_1_2","s5bq06a_1_2","s5bq06a_2_2","s5bq06a3_2","s5bq06a4_2","s5bq07a_2","s5bq07b_2","s5bq07c_2","s5bq08_2","s5bq09_2","s5bq10_2","s5bq11e_2","s5bq11f_2","s5bq11g_2","s5bq11h_2","s5bq12_2","s5bq13_2","s5bq14a_2","s5bq14b_2","s5bq15_2","s5bq16_2","s5bq17_2","s5bq18_2","s5bq19_2","s5bq20_2","s5bq21_2","s5bq23a_2","s5bq23b_2"
"025b88ecba4a44279935bd4a0d19bccd",1,1,130,1,2,1,9,1,22,80,7,2019,8,2019,1,1,1,,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,2,,9,0.75,45,120,8,2019,8,2019,2,,1,,0,,,,,,,,,,0,0.4,0,0,0,0,,4,2,,0.35,2,
"025b88ecba4a44279935bd4a0d19bccd",2,1,223,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"025b88ecba4a44279935bd4a0d19bccd",1,1,223,1,2,1,22,2,45,18,11,2019,11,2019,1,1,1,,0,,,,,,,,,,0,0,0,0,0,0,,4,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02868c7da57e46529281d2dae35ee7fd",3,2,130,2,2,1,1,100,45,1,7,2019,7,2019,2,,1,2,50,45,1,30000,2,,2,,1,2,10,30,0,0,10,0,,4,2,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02868c7da57e46529281d2dae35ee7fd",3,3,620,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02868c7da57e46529281d2dae35ee7fd",3,2,630,2,2,1,10,2,20,100,5,2019,7,2019,2,,1,2,0.2,20,10,15000,5,0,2,,1,2,0.2,1.6,0,0,0,0,,6,2,,0,,1,96,1,300,40,,5,2019,7,2019,2,,1,2,250,40,1,125000,2,0,2,,1,2,0,50,0,0,0,0,,4,2,,0,1,96
"02868c7da57e46529281d2dae35ee7fd",3,1,130,2,2,1,22,2,12,10,6,2019,7,2019,2,,1,2,0,,,,,,,,,,0.5,1.5,0,0,0,0,,6,2,,0,,2,,1,200,45,,7,2019,7,2019,2,,1,2,100,45,1,60000,2,0,2,,1,2,0,100,0,0,0,0,,4,2,,0,1,2
"02868c7da57e46529281d2dae35ee7fd",2,1,120,2,2,1,1,440,42,1,8,2019,8,2019,2,,1,2,300,42,1,300000,2,,2,,1,2,0,90,0,0,50,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02b20908f47043f0b2389ba8246c5bdc",2,1,630,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02b20908f47043f0b2389ba8246c5bdc",1,1,630,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02efd503602d4d10a508075b811e5913",2,2,440,1,2,1,10,2,20,100,7,2019,7,2019,2,,1,4,2,20,10,300000,2,,2,,1,4,0,0,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02efd503602d4d10a508075b811e5913",3,1,440,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02efd503602d4d10a508075b811e5913",2,1,741,1,2,1,68,120,20,20,1,2019,6,2019,2,,1,4,60,20,68,360000,2,,2,,1,4,0,60,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02fbc725a3074d0fa9debb7a02ba23fb",2,1,210,2,2,1,40,2,24,2.5,5,2019,5,2019,1,2,2,,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,3,,1,20,24,,5,2019,5,2019,1,,,,0,,,,,,,,,,0,13,0,0,7,0,,4,2,,0,3,
"02fbc725a3074d0fa9debb7a02ba23fb",2,1,130,2,2,1,10,2,43,50,6,2019,7,2019,1,2,2,,0,,,,,,,,,,0,2,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"02fbc725a3074d0fa9debb7a02ba23fb",1,1,741,2,2,1,69,39,20,6,1,2019,6,2019,1,2,2,,0,,,,,,,,,,5,34,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03003a6f1ccd4b1290629662229b5d83",1,1,630,2,2,1,9,3,20,120,12,2019,1,2020,2,,1,2,3,20,9,160000,2,,2,,1,2,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03003a6f1ccd4b1290629662229b5d83",1,2,630,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03003a6f1ccd4b1290629662229b5d83",1,2,130,2,2,1,10,1.5,35,100,8,2019,8,2019,2,,1,2,0.5,45,10,58000,2,,2,,1,2,0,0.8,0,0,0,0,,4,2,,0.2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"032de3aed1c34dd5840aba975a5a4468",3,1,130,1,2,1,1,20,45,1,7,2019,7,2019,1,1,1,,10,45,1,5000,2,,1,1,,,0,10,0,0,0,0,,4,2,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"032de3aed1c34dd5840aba975a5a4468",3,1,630,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"032de3aed1c34dd5840aba975a5a4468",1,1,141,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"034a672611304ed3a91b8a062f4d4046",3,1,330,1,2,1,1,240,45,1,8,2019,8,2019,2,,1,3,230,45,1,184000,2,,2,,1,3,0,0,0,0,10,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"034a672611304ed3a91b8a062f4d4046",1,3,630,1,2,1,9,8,20,120,8,2019,12,2019,2,,1,2,6,20,9,120000,2,,2,,2,,0,2,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"034a672611304ed3a91b8a062f4d4046",1,1,630,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"034a672611304ed3a91b8a062f4d4046",1,2,620,1,2,1,9,2,20,100,8,2019,10,2019,2,,1,3,0,,,,,,,,,,0,2,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"034a672611304ed3a91b8a062f4d4046",1,1,130,1,2,1,1,165,45,1,8,2019,8,2019,2,,1,3,140,45,1,112000,2,,2,,1,3,0,20,0,0,5,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0397ef293012436a99a621fce6fc7471",1,1,741,1,2,1,68,83,20,14,1,2019,6,2019,1,1,1,,33,20,68,190000,4,,1,1,,,0,50,0,0,0,0,,6,2,,0,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03b2600846004af6ba212269261907a2",2,1,210,1,2,1,92,16,14,1,5,2019,5,2019,1,1,1,,0,,,,,,,,,,0,16,0,0,0,0,,6,2,,0,,2,,20,1.5,45,20,6,2019,6,2019,1,1,,,0,,,,,,,,,,0,1.5,0,0,0,0,,4,2,,0,2,
"03b2600846004af6ba212269261907a2",1,1,630,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03b2600846004af6ba212269261907a2",1,1,130,1,2,1,20,1,13,20,6,2019,6,2019,1,1,1,,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,1,,2,,20,4,45,20,7,2019,7,2019,1,1,,,0,,,,,,,,,,0,3.9,0,0,0.1,0,,4,2,,0,2,
"03b2600846004af6ba212269261907a2",1,1,741,1,2,1,69,30,20,6,1,2019,6,2019,1,1,1,,0,,,,,,,,,,0,30,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03b2600846004af6ba212269261907a2",1,1,210,1,2,1,91,16,14,1.5,5,2019,5,2019,1,1,1,,0,,,,,,,,,,0,16,0,0,0,0,,6,2,,0,,2,,14,2,45,20,6,2019,6,2019,1,1,,,0,,,,,,,,,,0,1.2,0,0,0.8,0,,4,2,,0,2,
"03b2600846004af6ba212269261907a2",2,2,620,1,2,1,10,4,20,100,7,2019,11,2019,1,1,1,,0,,,,,,,,,,0,4,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03b2600846004af6ba212269261907a2",1,1,811,1,2,1,14,4,20,20,1,2019,6,2019,1,1,1,,4,24,20,60000,2,0,1,1,,,0,0,0,0,0,0,,6,2,,0,,3,,10,1.5,44,80,1,2019,6,2019,1,1,,,1.5,44,10,270000,2,0,1,1,,,0,0,0,0,0,0,,4,2,,0,3,
"03b2600846004af6ba212269261907a2",2,1,130,1,2,1,12,1,13,30,6,2019,6,2019,1,1,1,,0,,,,,,,,,,0,1,0,0,0,0,,1,2,,0,,2,,20,3,45,20,7,2019,7,2019,1,1,,,0,,,,,,,,,,0,3,0,0,0,0,,4,2,,0,2,
"03b2600846004af6ba212269261907a2",2,1,630,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03d9ca9332d545378b468a1883127d8b",2,1,811,1,2,1,10,1,45,100,4,2019,6,2019,2,,1,2,1,45,10,430000,2,,2,,1,2,0,0,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03d9ca9332d545378b468a1883127d8b",1,1,130,1,2,1,22,3,23,15,5,2019,6,2019,2,,1,2,0,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03d9ca9332d545378b468a1883127d8b",1,2,610,1,2,1,22,17,20,15,6,2019,6,2019,2,,1,2,14,20,22,280000,2,,2,,1,2,0,3,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"03d9ca9332d545378b468a1883127d8b",1,1,210,1,2,1,22,2,24,15,5,2019,5,2019,2,,1,2,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,3,,1,25,45,,6,2019,6,2019,2,,1,2,7,45,1,17500,5,0,2,,1,2,0,18,0,0,0,0,,6,2,,0,3,
"040b3ad7eb264e30acc111646f03422a",2,1,210,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"040b3ad7eb264e30acc111646f03422a",1,1,630,1,2,1,22,30,40,15,6,2019,9,2019,2,,1,2,0,,,,,,,,,,15,15,0,0,0,0,,6,2,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"040b3ad7eb264e30acc111646f03422a",2,1,130,5,2,1,1,15,45,1,7,2019,7,2019,2,,1,,0,,,,,,,,,,0,15,0,0,0,0,,4,2,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"040b3ad7eb264e30acc111646f03422a",3,1,320,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"040b3ad7eb264e30acc111646f03422a",3,1,130,5,2,1,1,60,45,1,8,2019,8,2019,2,,1,5,0,,,,,,,,,,30,30,0,0,0,0,,4,2,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"044116a438c040a898ba43daf6bdc2ea",3,1,741,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"044116a438c040a898ba43daf6bdc2ea",2,1,811,2,2,1,10,5,44,80,4,2019,6,2019,2,,1,2,5,44,10,800000,2,,2,,1,2,0,0,0,0,0,0,,4,1,3,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"044116a438c040a898ba43daf6bdc2ea",1,2,620,2,2,1,20,6,20,20,6,2019,7,2019,2,,1,2,0,,,,,,,,,,0,6,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"044116a438c040a898ba43daf6bdc2ea",2,1,741,2,2,1,68,50,20,7,1,2019,6,2019,2,,1,2,0,,,,,,,,,,0,50,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"044116a438c040a898ba43daf6bdc2ea",1,2,630,2,2,1,10,2,20,110,10,2019,11,2019,2,,1,2,0,,,,,,,,,,0,1.2,0.8,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"044116a438c040a898ba43daf6bdc2ea",1,1,741,2,2,1,68,50,20,7,1,2019,6,2019,2,,1,2,0,,,,,,,,,,0,50,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"044116a438c040a898ba43daf6bdc2ea",1,1,130,2,2,1,20,5,22,15,6,2019,6,2019,2,,1,2,0,,,,,,,,,,1,4,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"044116a438c040a898ba43daf6bdc2ea",1,1,210,2,2,1,20,3,24,15,5,2019,5,2019,2,,1,2,0,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,1,96,20,4,45,20,6,2019,6,2019,2,,1,2,3,45,20,240000,2,0,2,,1,2,0,0.6,0,0,0.4,0,,4,1,3,0,1,96
"044116a438c040a898ba43daf6bdc2ea",3,1,610,2,2,1,20,5,20,20,6,2019,6,2019,2,,1,2,0,,,,,,,,,,1,4,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0442775d8d424d59a433ab5940d510ca",1,1,741,1,2,1,68,130,20,18,1,2019,6,2019,2,,1,5,60,20,68,300000,3,,2,,1,5,10,60,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0442775d8d424d59a433ab5940d510ca",2,1,210,1,2,1,22,3,24,12,5,2019,5,2019,1,1,1,,0,,,,,,,,,,0,3,0,0,0,0,,6,2,,0,,1,96,10,1,45,120,6,2019,7,2019,2,,1,5,0.75,45,10,500000,2,0,2,,1,5,0,0.25,0,0,0,0,,4,1,3,0,1,96
"0442775d8d424d59a433ab5940d510ca",3,1,310,1,2,1,10,1,20,80,6,2019,7,2019,1,1,1,,0,,,,,,,,,,0,0.75,0,0,0.75,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0442775d8d424d59a433ab5940d510ca",2,1,130,1,2,1,90,1,23,10,6,2019,6,2019,1,1,1,,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,2,,20,1,45,20,7,2019,7,2019,1,1,,,0,,,,,,,,,,0,0.75,0,0,0.25,0,,6,2,,0,2,
"0442775d8d424d59a433ab5940d510ca",1,1,630,1,2,1,90,4,20,15,4,2019,6,2019,1,1,1,,0,,,,,,,,,,0,4,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"046067ad635647c5a02c03f1790df520",2,1,130,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"046067ad635647c5a02c03f1790df520",1,1,320,1,2,1,1,583,45,1,8,2019,8,2019,2,,1,2,583,45,1,699600,3,,2,,1,2,0,0,0,0,0,0,,4,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"046067ad635647c5a02c03f1790df520",2,2,320,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"046067ad635647c5a02c03f1790df520",2,3,223,1,2,1,1,160,45,1,9,2019,10,2019,2,,1,2,0,,,,,,,,,,0,40,0,0,0,0,,4,2,,120,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"046067ad635647c5a02c03f1790df520",2,3,330,1,2,1,1,558,45,1,8,2019,8,2019,2,,1,2,558,45,1,390600,3,,2,,1,2,0,0,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0464b7af72994dea923644331716d84e",1,1,210,2,2,1,29,5,35,4,7,2019,7,2019,2,,1,2,0,,,,,,,,,,0,5,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0464b7af72994dea923644331716d84e",1,1,130,2,2,1,10,1,33,100,8,2019,8,2019,2,,1,2,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0495834806fb40adb50e0fd619ef5094",3,1,741,1,2,1,67,50,20,17,1,2019,6,2019,2,,1,2,25,20,67,400000,2,,2,,1,2,0,25,0,0,0,0,,6,2,,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0495834806fb40adb50e0fd619ef5094",1,1,741,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0495834806fb40adb50e0fd619ef5094",3,1,811,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0495834806fb40adb50e0fd619ef5094",1,3,130,1,2,1,10,1,45,100,8,2019,8,2019,2,,1,2,0,,,,,,,,,,0,1,0,0,0,0,,4,2,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0495834806fb40adb50e0fd619ef5094",1,2,620,1,2,1,9,2,20,100,4,2019,8,2019,2,,1,2,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04b011de772e4ce08e33e461bb1741eb",1,2,130,1,2,1,10,2,23,100,6,2019,6,2019,1,1,1,,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,2,,10,6,45,100,5,2019,6,2019,1,1,,,0,,,,,,,,,,2,4,0,0,0,0,,4,1,3,0,2,
"04b011de772e4ce08e33e461bb1741eb",1,1,741,10,2,1,68,124,20,15,1,2019,6,2019,1,1,1,,0,,,,,,,,,,0,124,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04c814d7b9cb4aa2b651aa2e31acf4e9",2,1,320,1,2,1,1,5,45,1,6,2019,6,2019,1,1,1,,0,,,,,,,,,,0,3,0,0,2,0,,4,2,,0,,1,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04c814d7b9cb4aa2b651aa2e31acf4e9",1,1,310,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04c814d7b9cb4aa2b651aa2e31acf4e9",2,1,130,1,2,1,12,1,12,30,5,2019,7,2019,1,1,1,,0,,,,,,,,,,0,1,0,0,0,0,,6,2,,0,,2,,22,2,45,12,7,2019,7,2019,1,1,,,0,,,,,,,,,,0,1.5,0,0,0.5,0,,4,2,,0,1,2
"04c814d7b9cb4aa2b651aa2e31acf4e9",1,1,130,1,2,1,10,1,22,60,6,2019,7,2019,1,1,,,0,,,,,,,,,,0.1,0.9,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04d55903a5d448c3953d1d1ceda1084d",1,1,741,5,2,1,68,30,20,16,1,2019,6,2019,1,5,5,,0,,,,,,,,,,0,30,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04d55903a5d448c3953d1d1ceda1084d",1,1,130,5,2,1,20,2,21,15,10,2019,10,2019,1,5,5,,0,,,,,,,,,,0,2,0,0,0,0,,6,2,,0,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04d55903a5d448c3953d1d1ceda1084d",1,1,210,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04ee28189feb42c6a75acb852661aef1",1,1,741,1,2,1,68,5,20,25,2,2019,6,2019,1,1,1,,0,,,,,,,,,,0,5,0,0,0,0,,6,2,,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04ee28189feb42c6a75acb852661aef1",1,1,810,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"04ee28189feb42c6a75acb852661aef1",1,2,130,1,2,1,12,1,23,50,6,2019,6,2019,1,1,1,,0,,,,,,,,,,0.2,0.8,0,0,0,0,,6,2,,0,,3,,1,280,45,,8,2019,8,2019,1,1,,,150,45,1,90000,2,0,1,1,,,20,100,0,0,10,0,,4,1,3,0,3,
"0515ceaa3b6d4400bb337565e78db4e4",2,1,210,1,2,1,20,3,45,20,5,2019,6,2019,2,,1,2,2,45,20,40000,2,,2,,1,2,0,0.7,0,0,0.3,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0515ceaa3b6d4400bb337565e78db4e4",3,1,141,1,2,1,10,1.5,45,100,6,2019,6,2019,1,2,1,2,0,,,,,,,,,,0,0.5,0,0,0,0,,4,2,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0515ceaa3b6d4400bb337565e78db4e4",2,1,130,1,2,1,10,1.5,45,100,6,2019,7,2019,2,,1,2,1,45,10,60000,3,,2,,1,2,0,0.5,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0515ceaa3b6d4400bb337565e78db4e4",1,1,741,1,2,1,69,10,20,8,1,2019,6,2019,2,,1,2,0,,,,,,,,,,0,10,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0515ceaa3b6d4400bb337565e78db4e4",1,1,812,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"051abf68db894b34a1ecfa22bd2a2509",1,1,310,2,2,1,10,2.5,42,60,9,2019,9,2019,2,,1,2,0,,,,,,,,,,0,0.5,0,0,0,0,,4,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"051abf68db894b34a1ecfa22bd2a2509",1,2,630,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"052f8d3f81c3477aa9366a24c54ddf83",3,1,340,1,2,1,9,1,45,120,7,2019,7,2019,2,,1,3,1,45,9,400000,2,,1,1,,,0,0,0,0,0,0,,3,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"052f8d3f81c3477aa9366a24c54ddf83",1,2,630,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"052f8d3f81c3477aa9366a24c54ddf83",1,1,210,1,2,1,9,1,40,120,7,2019,7,2019,2,,1,3,0,,,,,,,,,,0,1,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"052f8d3f81c3477aa9366a24c54ddf83",2,1,630,1,2,1,9,10,20,120,11,2019,2,2020,1,1,1,,0,,,,,,,,,,0,10,0,0,0,0,,96,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"052f8d3f81c3477aa9366a24c54ddf83",3,2,141,1,2,1,9,0.5,45,15,7,2019,7,2019,2,,1,3,0,,,,,,,,,,0,0.5,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"052f8d3f81c3477aa9366a24c54ddf83",4,1,340,1,2,1,9,1,45,110,7,2019,7,2019,2,,1,3,1,45,9,400000,2,,1,1,,,0,0,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"052f8d3f81c3477aa9366a24c54ddf83",1,2,130,1,2,1,22,3,45,15,7,2019,7,2019,2,,1,3,0,,,,,,,,,,0,3,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"052f8d3f81c3477aa9366a24c54ddf83",2,2,620,1,2,1,9,20,20,80,9,2019,2,2020,1,1,1,,0,,,,,,,,,,0,20,0,0,0,0,,96,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"052f8d3f81c3477aa9366a24c54ddf83",2,3,340,1,2,1,22,4,45,15,7,2019,7,2019,2,,1,3,4,45,22,150000,2,,1,1,,,0,0,0,0,0,0,,4,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0540d10333124c9ab290bb9daaf998cc",1,1,150,2,2,1,10,3.5,45,100,10,2019,10,2019,2,,1,2,0,,,,,,,,,,0.5,0.5,0,0,0,0,,2,2,,2.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"054124cd4eff40ec97bf51a44fe4a93c",1,1,741,2,2,1,68,30,20,16,1,2019,6,2019,2,,1,2,0,,,,,,,,,,0,30,0,0,0,0,,6,2,,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
